title,platform,IGNScore,CommScore,CommRaters,genre,publisher,developer,releaseDate,reviewDate
3-2-1 Rattle Battle,Wii,4.5,4.3,2,Action,Tecmo,Tecmo,31.08.2009,30.09.2009
Real Soccer 2010,iPhone,7.9,6.4,5,Sports,Gameloft,Gameloft,11.09.2009,29.09.2009
Dungeon Hunter,iPhone,7.9,8.3,26,Action,Gameloft,Gameloft,14.09.2009,30.09.2009
Military Madness,Xbox 360,6.9,7.7,10,Strategy,Hudson Soft,Hudson Soft,30.09.2009,30.09.2009
Obscure: The Aftermath,PlayStation Portable,6,7.4,25,Action,Playlogic,Hydravision Entertainment,29.09.2009,30.09.2009
Fieldrunners,PlayStation Portable,7.5,7.6,62,Strategy,Subatomic Studios,Subatomic Studios,01.10.2009,01.10.2009
Alien Havoc,PlayStation Portable,5,5.1,7,Puzzle,Creat Studios,Creat Studios,01.10.2009,01.10.2009
Bust-A-Move Live,Xbox 360,7.5,7.4,17,Puzzle,Majesco,Taito,,01.10.2009
Hero of Sparta,PlayStation Portable,7.9,6.6,30,Action,Gameloft,Gameloft,01.10.2009,01.10.2009
Funky Punch,PlayStation Portable,5.5,2.9,3,Fighting,Solus Games,Solus Games,01.10.2009,01.10.2009
Tetris (EA),PlayStation Portable,7.6,8.1,51,Puzzle,Electronic Arts,,01.10.2009,01.10.2009
PixelJunk Monsters Deluxe,PlayStation Portable,9,8.7,107,Strategy,Sony Computer Entertainment,Q-Games,01.10.2009,01.10.2009
Super K.O. Boxing 2,iPhone,7.5,7.5,10,Sports,Glu Mobile,Glu Mobile,01.10.2009,02.10.2009
Zombie Apocalypse,Xbox 360,6.5,7.4,115,Action,Konami,Nihilistic Software,23.09.2009,23.09.2009
The Last Ninja 2: Back with a Vengeance,Commodore 64/128,7.5,8.9,7,Action,System 3 Arcade Software,System 3 Arcade Software,01.06.1988,23.09.2009
Mart Racer,Wii,4,2.9,3,Racing,Joju Games,Joju Games,14.09.2009,24.09.2009
Zombie Apocalypse,PlayStation 3,6.5,7.1,100,Action,Konami,Nihilistic Software,24.09.2009,24.09.2009
Sliding Heroes,iPhone,7.7,6.1,6,Strategy,Square Enix,Square Enix,23.09.2009,24.09.2009
Shorts,Nintendo DS,6,8,1,Action,Majesco,Artificial Mind & Movement,18.08.2009,24.09.2009
Dead Space Extraction,Wii,8.5,8.2,495,Action,Electronic Arts,Eurocom,29.09.2009,24.09.2009
Lumines Touch Fusion,iPhone,5.8,7.5,2,Puzzle,Q Entertainment,Q Entertainment,27.08.2009,24.09.2009
Heroes Over Europe,PlayStation 3,6,7,20,Flight,Ubisoft,Transmission Games,15.09.2009,25.09.2009
Mini Ninjas,Nintendo DS,4,7.3,16,Action,Eidos Interactive,Magic Pockets,08.09.2009,25.09.2009
Heroes Over Europe,Xbox 360,6,6.5,26,Flight,Ubisoft,Transmission Games,15.09.2009,25.09.2009
Heroes Over Europe,PC,6,6.2,8,Flight,Ubisoft,Transmission Games,22.09.2009,25.09.2009
Drill Sergeant Mindstrong,Wii,5.5,5.5,1,Educational,Xseed Games,Hi Corporation,22.06.2009,25.09.2009
Order of War,PC,8,8.5,58,Strategy,Square Enix,Wargaming,22.09.2009,25.09.2009
Family Guy: Uncensored,iPhone,4.5,5.2,3,Action,Glu Mobile,Glu Mobile,23.09.2009,25.09.2009
MySims Agents,Wii,7.8,8.2,62,Adventure,Electronic Arts,The Sims Studio,29.09.2009,25.09.2009
Baseball Superstars 2010,iPhone,8.5,8.9,14,Sports,Gamevil,Gamevil,23.09.2009,25.09.2009
Fallout 3 -- Broken Steel,PlayStation 3,8.5,8.5,205,Action,Bethesda Softworks,Bethesda Softworks,05.05.2009,28.09.2009
Scooby-Doo! First Frights,PlayStation 2,5,6.2,4,Action,Warner Bros. Interactive,Torus Games,22.09.2009,28.09.2009
Ion Assault,Xbox 360,7.8,6.5,2,Action,Black Inc.,Coreplay,23.09.2009,28.09.2009
Altered Beast (Arcade),Wii,4,5.5,2,Action,SEGA,SEGA,28.09.2009,28.09.2009
Kingdom Hearts 358/2 Days,Nintendo DS,8,8.6,1547,Action,Square Enix,Hand,29.09.2009,28.09.2009
The Warriors: Street Brawl,Xbox 360,3.3,5.9,22,Fighting,Paramount Digital Entertainment,CTXM,23.09.2009,28.09.2009
Shrek Kart,iPhone,7.3,7.5,5,Racing,Gameloft,Gameloft,12.10.2009,12.10.2009
Cabela's Outdoor Adventures,Xbox 360,7,7.4,16,Hunting,Activision,,08.09.2009,13.10.2009
Cabela's Outdoor Adventures,PlayStation 2,7,7,6,Hunting,Activision,,08.09.2009,13.10.2009
Mystery Mania,iPhone,8.5,8,7,Puzzle,Electronic Arts,,15.04.2009,13.10.2009
Pokemon Mystery Dungeon: Explorers of Sky,Nintendo DS,4.9,8.5,334,RPG,Nintendo,Chunsoft,12.10.2009,13.10.2009
Pinball Pulse: The Ancients Beckon,Nintendo DSi,7.9,8.3,14,Pinball,Nintendo,Nintendo,12.10.2009,13.10.2009
Clubhouse Games Express: Family Favorites,Nintendo DSi,6,7,1,Board,Nintendo,Nintendo,07.09.2009,13.10.2009
Cabela's Outdoor Adventures,PlayStation 3,7,6.8,19,Hunting,Activision,,08.09.2009,13.10.2009
Magnacarta 2,Xbox 360,6.8,8.3,242,RPG,Bandai Namco Games,Softmax,13.10.2009,13.10.2009
FIFA Soccer 10,PlayStation 3,9,8.8,1132,Sports,Electronic Arts,Electronic Arts,20.10.2009,14.10.2009
Final Fight 2,Super NES,7,-1,-1,Action,Capcom,Capcom,,13.10.2009
Axel & Pixel,Xbox 360,8.2,7.6,21,Adventure,2K Play,Silver Wish Games,14.10.2009,14.10.2009
Cities XL,PC,8.1,6.9,126,Simulation,Monte Cristo,Monte Cristo,08.10.2009,14.10.2009
Word Searcher,Wii,4.5,4.5,1,Puzzle,Digital Leisure,Digital Leisure,05.10.2009,14.10.2009
NBA 2K10,PC,7.9,8.5,77,Sports,2K Sports,Visual Concepts,20.10.2009,14.10.2009
FIFA Soccer 10,Xbox 360,9,8.8,1030,Sports,Electronic Arts,Electronic Arts,20.10.2009,14.10.2009
Mario & Sonic at the Olympic Winter Games,Wii,6.5,7.5,274,Sports,SEGA,SEGA,13.10.2009,14.10.2009
Fallout 3 -- Game of the Year Edition,PC,9.6,9.2,556,Action,Bethesda Softworks,Bethesda Softworks,13.10.2009,15.10.2009
Scooby-Doo! First Frights,Nintendo DS,5,5.4,8,Action,Warner Bros. Interactive,Torus Games,22.09.2009,28.09.2009
Fallout 3 -- Game of the Year Edition,PlayStation 3,9.4,9.3,1119,Action,Bethesda Softworks,Bethesda Softworks,13.10.2009,15.10.2009
Bass Pro Shops: The Strike,Wii,4.8,6.2,7,Hunting,XS Games,Psyclone,29.09.2009,15.10.2009
Fallout 3 -- Game of the Year Edition,Xbox 360,9.6,9.4,1126,Action,Bethesda Softworks,Bethesda Softworks,13.10.2009,15.10.2009
Sam & Max: Beyond Time and Space,Xbox 360,7,7.8,22,Adventure,Telltale Games,Telltale Games,14.10.2009,15.10.2009
WWE SmackDown vs. Raw 2010,PlayStation 3,8.5,8.8,994,Wrestling,THQ,Yuke's Media Creations,20.10.2009,15.10.2009
WWE SmackDown vs. Raw 2010,Xbox 360,8.5,8.8,788,Wrestling,THQ,Yuke's Media Creations,20.10.2009,15.10.2009
Tornado Outbreak,Wii,8.1,7.5,7,Action,Konami,Loose Cannon Studios,29.09.2009,05.10.2009
Eyegore's Eye Blast,iPhone,8,7.3,2,,Clickgamer.com,Retro Dreamer,25.09.2009,05.10.2009
The Wizard of Oz: Beyond the Yellow Brick Road,Nintendo DS,8,8.4,19,RPG,Xseed Games,Media.Vision,01.10.2009,05.10.2009
Star Wars: The Clone Wars -- Republic Heroes,PC,4.8,6.3,31,Action,LucasArts,Krome Studios,06.10.2009,06.10.2009
Star Wars: The Clone Wars -- Republic Heroes,PlayStation 3,4.8,5.7,72,Action,LucasArts,Krome Studios,06.10.2009,06.10.2009
Star Wars: The Clone Wars -- Republic Heroes,PlayStation Portable,4.5,7.4,7,Action,LucasArts,Krome Studios,06.10.2009,06.10.2009
Afrika,PlayStation 3,3.5,6,77,Adventure,Natsume,Rhino Studios,08.10.2009,06.10.2009
Star Wars: The Clone Wars -- Republic Heroes,Xbox 360,4.8,5.9,93,Action,LucasArts,Krome Studios,06.10.2009,06.10.2009
Star Wars: The Clone Wars -- Republic Heroes,Wii,4.8,5.4,34,Action,LucasArts,Krome Studios,06.10.2009,06.10.2009
Mini Ninjas,PC,8,8.2,72,Action,Eidos Interactive,Io Interactive,08.09.2009,06.10.2009
South Park Let's Go Tower Defense Play!,Xbox 360,7,7.6,185,Strategy,Microsoft,Doublesix,07.10.2009,06.10.2009
Critter Crunch,PlayStation 3,8.6,8.1,285,Puzzle,Capybara Games,Capybara Games,08.10.2009,06.10.2009
Lucidity,Xbox 360,6.3,6.4,9,Platformer,LucasArts,,07.10.2009,06.10.2009
Thorium Wars,Nintendo DSi,5.5,6.9,4,Action,Big John Games,Big John Games,05.10.2009,06.10.2009
Baseball Blast!,Wii,6,5.8,3,Sports,2K Sports,WayForward Technologies,29.09.2009,06.10.2009
Star Wars: The Clone Wars -- Republic Heroes,PlayStation 2,4.8,6.2,15,Action,LucasArts,Krome Studios,06.10.2009,06.10.2009
Cabela's Outdoor Adventures,Wii,7,7.9,11,Hunting,Activision,,08.09.2009,07.10.2009
Star Wars: The Clone Wars -- Republic Heroes,Nintendo DS,5.5,7.4,20,Action,LucasArts,LucasArts Singapore,06.10.2009,06.10.2009
Cloudy with a Chance of Meatballs,Nintendo DS,6,6.3,2,Action,Ubisoft,Ubisoft,15.09.2009,06.10.2009
Canabalt,iPhone,8,8.4,31,Platformer,Semi Secret Software,Semi Secret Software,19.10.2009,07.10.2009
NBA 2K10 (Anniversary Edition),PlayStation 3,8.5,8.9,23,Sports,2K Sports,Visual Concepts,06.10.2009,07.10.2009
NBA 2K10 (Anniversary Edition),Xbox 360,8.5,8.6,16,Sports,2K Sports,Visual Concepts,06.10.2009,07.10.2009
NBA 2010: The Inside,PlayStation Portable,7,7.2,13,Sports,Sony Computer Entertainment,SCE Studios,06.10.2009,07.10.2009
Aion,PC,8.5,8,509,RPG,NCsoft,NCsoft -- Seoul,22.09.2009,08.10.2009
Saw: The Videogame,Xbox 360,7.5,7.4,224,Action,Konami,Zombie Studios,06.10.2009,08.10.2009
Saw: The Videogame,PlayStation 3,7.5,7.6,182,Action,Konami,Zombie Studios,06.10.2009,08.10.2009
Forza Motorsport 3,Xbox 360,9.4,8.9,2973,Racing,Microsoft,Turn 10 Studios,27.10.2009,08.10.2009
Demon's Souls,PlayStation 3,9.4,9.1,3301,RPG,Atlus,FromSoftware,06.10.2009,08.10.2009
Operation Flashpoint: Dragon Rising,PlayStation 3,7.8,7.7,329,Shooter,Codemasters,Codemasters,06.10.2009,08.10.2009
Operation Flashpoint: Dragon Rising,Xbox 360,7.8,7.9,777,Shooter,Codemasters,Codemasters,06.10.2009,08.10.2009
Operation Flashpoint: Dragon Rising,PC,8.2,7.7,256,Shooter,Codemasters,Codemasters,06.10.2009,08.10.2009
A Boy and His Blob,Wii,7.6,8.1,153,Platformer,Majesco,WayForward Technologies,13.10.2009,09.10.2009
Naruto Shippuden: Legends: Akatsuki Rising,PlayStation Portable,5,7.3,79,Action,Bandai Namco Games,,06.10.2009,09.10.2009
Risen,PC,8.6,8.1,323,RPG,Deep Silver,Piranha Bytes,02.10.2009,09.10.2009
Marvel: Ultimate Alliance 2,Nintendo DS,5.8,7.5,12,Action,Activision,n-Space,15.09.2009,09.10.2009
CrimeCraft,PC,5.6,6.2,59,Action,Vogster Entertainment,Vogster Entertainment,25.08.2009,09.10.2009
Spore Hero,Wii,6.1,7,51,Simulation,Electronic Arts,Maxis,06.10.2009,09.10.2009
Fallout 3 -- Point Lookout,PlayStation 3,8.5,8.5,178,Action,Bethesda Softworks,Bethesda Softworks,08.10.2009,09.10.2009
Cloudy with a Chance of Meatballs,PlayStation Portable,6,4.5,2,Action,Ubisoft,Ubisoft,15.09.2009,09.10.2009
Wacky World Of Sports,Wii,3.8,6.7,4,Party,SEGA,SEGA,22.09.2009,09.10.2009
Half-Minute Hero,PlayStation Portable,8.8,8.2,124,RPG,Xseed Games,Opus,13.10.2009,09.10.2009
NBA 2K10,PlayStation 2,6.5,7.5,18,Sports,2K Sports,Visual Concepts,06.10.2009,12.10.2009
FIFA Soccer 10,iPhone,6.5,7.1,20,Sports,Electronic Arts,,01.10.2009,09.10.2009
NBA 2K10,PlayStation Portable,5.5,7.8,47,Sports,2K Sports,Visual Concepts,06.10.2009,12.10.2009
Brütal Legend,PlayStation 3,9,8.3,1145,Action,Electronic Arts,Double Fine Productions,13.10.2009,12.10.2009
Backbreaker Football: Tackle Alley,iPhone,7.9,8.1,20,Sports,Natural Motion,Ideaworks 3D,29.09.2009,12.10.2009
NBA Live 10,PlayStation Portable,6.8,8.2,13,Sports,Electronic Arts,Electronic Arts,06.10.2009,12.10.2009
Brütal Legend,Xbox 360,9,8.5,1554,Action,Electronic Arts,Double Fine Productions,13.10.2009,12.10.2009
WWE SmackDown vs. Raw 2010,PlayStation 2,8,8.9,136,Wrestling,THQ,Yuke's Media Creations,20.10.2009,16.10.2009
Football Genius: The Ultimate Quiz,Xbox 360,7.3,7.4,6,Trivia,RTL Entertainment,I-Imagine,13.10.2009,16.10.2009
.deTuned,PlayStation 3,4,3.6,97,Other,Sony Computer Entertainment,The Produkkt,15.10.2009,16.10.2009
FIFA Soccer 10,Wii,7.7,6.7,56,Sports,Electronic Arts,Electronic Arts,20.10.2009,19.10.2009
Way of the Samurai 3,PlayStation 3,6.5,7.6,121,Action,Agetec,Acquire,20.10.2009,16.10.2009
Rygar (Arcade),Wii,6,5.6,7,Action,Tecmo,Tecmo,19.10.2009,19.10.2009
Black College Football: The Xperience -- The Doug Williams Edition,Xbox 360,3.5,3.8,12,Sports,Aspyr,Nerjyzed Entertainment,22.09.2009,19.10.2009
Rock Band,iPhone,7,7.5,26,Music,Electronic Arts,Electronic Arts,15.10.2009,19.10.2009
Space Invaders Extreme 2,Nintendo DS,8,8.3,35,Shooter,Taito,Taito,20.10.2009,19.10.2009
Mario & Sonic at the Olympic Winter Games,Nintendo DS,7.5,7.9,101,Sports,SEGA,SEGA,13.10.2009,19.10.2009
Borderlands,PlayStation 3,8.8,8.8,3031,Action,2K Games,Gearbox Software,20.10.2009,19.10.2009
Rygar,Arcade,6,7,4,Action,Tecmo,Tecmo,31.12.1986,19.10.2009
Borderlands,Xbox 360,8.8,8.9,5619,Action,2K Games,Gearbox Software,20.10.2009,19.10.2009
Marvel Super Hero Squad,Wii,5.8,7.1,23,Action,THQ,Blue Tongue,20.10.2009,20.10.2009
Bakugan: Battle Brawlers (Collector's Edition),Nintendo DS,6,7.1,4,Battle,Activision,Now Production,20.10.2009,20.10.2009
Bakugan: Battle Brawlers,PlayStation 3,6.2,6.7,24,Battle,Activision,Now Production,20.10.2009,20.10.2009
Marvel Super Hero Squad,PlayStation 2,5.8,7.1,19,Action,THQ,Blue Tongue,20.10.2009,20.10.2009
Ratchet & Clank Future: A Crack in Time,PlayStation 3,9,9.1,2761,Platformer,Sony Computer Entertainment,Insomniac Games,27.10.2009,20.10.2009
Bakugan: Battle Brawlers,Xbox 360,6.2,7.3,31,Battle,Activision,Now Production,20.10.2009,20.10.2009
WWE SmackDown vs. Raw 2010,PlayStation Portable,7.2,8.6,65,Wrestling,THQ,Yuke's Media Creations,20.10.2009,20.10.2009
Game Party 3,Wii,2.5,4.7,14,Party,Warner Bros. Interactive,FarSight Studios,06.10.2009,20.10.2009
Bakugan: Battle Brawlers,Nintendo DS,6,6.9,32,Battle,Activision,Now Production,20.10.2009,20.10.2009
Beneath a Steel Sky -- Remastered,iPhone,8.5,8.5,12,Adventure,Revolution Software Ltd.,Revolution Pocket,07.10.2009,20.10.2009
Grand Theft Auto: Chinatown Wars,PlayStation Portable,9.3,8.7,435,Action,Take-Two Interactive,Rockstar Leeds,20.10.2009,20.10.2009
NBA Live 10,Xbox 360,8.2,8.3,215,Sports,Electronic Arts,Electronic Arts,06.10.2009,02.10.2009
NBA Live 10,PlayStation 3,8.2,8.3,215,Sports,Electronic Arts,Electronic Arts,06.10.2009,02.10.2009
Robocalypse: Mobile Mayhem,iPhone,8.8,7.1,7,Strategy,Vogster Entertainment,Vogster Entertainment,18.09.2009,02.10.2009
Sudoku (EA),PlayStation Portable,7.3,6.8,8,Puzzle,Electronic Arts,,01.10.2009,02.10.2009
Cloudy with a Chance of Meatballs,PlayStation 3,6.6,6,32,Action,Ubisoft,Ubisoft,15.09.2009,02.10.2009
Cloudy with a Chance of Meatballs,Xbox 360,6.6,6.8,15,Action,Ubisoft,Ubisoft,15.09.2009,02.10.2009
Wii Fit Plus,Wii,8.2,8,443,Sports,Nintendo,Nintendo,04.10.2009,02.10.2009
Undead Knights,PlayStation Portable,5.8,7.2,35,Action,Tecmo,Team Tachyon,29.09.2009,02.10.2009
Cloudy with a Chance of Meatballs,Wii,6.6,6.8,3,Action,Ubisoft,Ubisoft,15.09.2009,05.10.2009
Family Fun Football,Wii,4,4,1,Sports,Tecmo,Seamless Entertainment,29.09.2009,05.10.2009
Marvel: Ultimate Alliance 2,PlayStation 2,4.5,6.9,61,Action,Activision,n-Space,15.09.2009,05.10.2009
Battle of Giants: Dragons,Nintendo DS,7.2,7.7,13,Simulation,Ubisoft,Ubisoft,29.09.2009,02.10.2009
MotorStorm: Arctic Edge,PlayStation Portable,9,8.7,236,Racing,Sony Computer Entertainment,BigBig Studios,29.09.2009,02.10.2009
Arkanoid,iPhone,8.5,8.2,7,Action,Taito,Taito,07.09.2009,05.10.2009
Final Fantasy,Wii,8.5,8.3,87,RPG,Square Enix,Square,05.10.2009,05.10.2009
The Bigs 2,Nintendo DS,4,3.4,2,Sports,2K Sports,Blue Castle Games,25.08.2009,05.10.2009
NBA 2K10,PlayStation 3,8.5,8.6,465,Sports,2K Sports,Visual Concepts,06.10.2009,05.10.2009
NBA 2K10,Xbox 360,8.5,8.7,593,Sports,2K Sports,Visual Concepts,06.10.2009,05.10.2009
Tornado Outbreak,Xbox 360,8.1,8.1,6,Action,Konami,Loose Cannon Studios,29.09.2009,05.10.2009
Final Fantasy,NES,8.5,8.7,984,RPG,Nintendo,Square,10.10.1990,05.10.2009
Fallout 3 -- Operation: Anchorage,PlayStation 3,7.8,8.1,135,Action,Bethesda Softworks,Bethesda Softworks,01.10.2009,05.10.2009
Fallout 3 -- The Pitt,PlayStation 3,7.5,8,133,Action,Bethesda Softworks,Bethesda Softworks,01.10.2009,05.10.2009
Marvel: Ultimate Alliance 2,PlayStation Portable,4,6.9,37,Action,Activision,Savage Entertainment,29.09.2009,05.10.2009
Tornado Outbreak,PlayStation 3,8.1,7.6,9,Action,Konami,Loose Cannon Studios,29.09.2009,05.10.2009
Tower Bloxx Deluxe,Xbox 360,5.6,7.2,21,Puzzle,Digital Chocolate,Digital Chocolate,21.10.2009,21.10.2009
Pro-Putt Domo,Nintendo DSi,6,6.9,5,Sports,Nintendo,,19.10.2009,21.10.2009
WWE SmackDown vs. Raw 2010,Nintendo DS,7.9,7.1,30,Wrestling,THQ,Yuke's Media Creations,20.10.2009,20.10.2009
Bakugan: Battle Brawlers,Wii,6.2,7.2,40,Battle,Activision,Now Production,20.10.2009,20.10.2009
LostWinds: Winter of the Melodias,Wii,8.9,8.7,141,Adventure,Frontier Developments,Frontier Developments,19.10.2009,20.10.2009
Machinarium,PC,8.1,8.5,279,Adventure,Amanita Design,Amanita Design,16.10.2009,20.10.2009
Cars Race-O-Rama,PlayStation Portable,5,5.8,5,Racing,THQ,Tantalus,13.10.2009,21.10.2009
Earthworm Jim,iPhone,6.9,7.3,22,Platformer,Gameloft,Gameloft,21.10.2009,21.10.2009
A Witch's Tale,Nintendo DS,6,7.4,19,Action,NIS,Hit Maker Co. (2),06.10.2009,21.10.2009
Cars Race-O-Rama,Wii,5,6.6,10,Racing,THQ,Incinerator Games,13.10.2009,21.10.2009
FIFA Soccer 10,PC,7,6.6,85,Sports,Electronic Arts,Electronic Arts,,21.10.2009
White-Water Domo,Nintendo DSi,4.9,6.9,1,Racing,Nintendo,,19.10.2009,21.10.2009
Rock-n-Roll Domo,Nintendo DSi,4.5,-1,-1,Music,Nintendo,,19.10.2009,21.10.2009
Cars Race-O-Rama,PlayStation 2,5,7.1,5,Racing,THQ,Incinerator Games,13.10.2009,21.10.2009
Panzer General: Allied Assault,Xbox 360,7.9,8,27,Card,Ubisoft,Petroglyph,21.10.2009,21.10.2009
Marvel Super Hero Squad,Nintendo DS,5.9,6.6,11,Action,THQ,,20.10.2009,21.10.2009
Cars Race-O-Rama,PlayStation 3,5,6.1,16,Racing,THQ,Incinerator Games,13.10.2009,21.10.2009
Marvel Super Hero Squad,PlayStation Portable,5.5,6.7,18,Action,THQ,Blue Tongue,20.10.2009,21.10.2009
Hard-Hat Domo,Nintendo DSi,4,1,1,Platformer,Nintendo,,19.10.2009,21.10.2009
Crash-Course Domo,Nintendo DSi,5.5,5,1,Racing,Nintendo,,19.10.2009,21.10.2009
Cars Race-O-Rama,Xbox 360,5,6.8,11,Racing,THQ,Incinerator Games,13.10.2009,21.10.2009
Fallen Earth,PC,8.1,8,85,RPG,Fallen Earth,Fallen Earth,02.10.2009,21.10.2009
Jam Sessions 2,Nintendo DS,7,7,1,Music,Ubisoft,Plato,20.10.2009,22.10.2009
Lips: Number One Hits,Xbox 360,7.5,7.8,60,Music,Microsoft,iNiS,20.10.2009,22.10.2009
Dreamkiller,PC,4.2,5,18,Shooter,Aspyr,Mindware Studios,12.10.2009,22.10.2009
Hero's Saga: Laevatein Tactics,Nintendo DS,7,7.5,7,Strategy,Aksys Games,GungHo Online Entertainment,15.10.2009,22.10.2009
MotorStorm: Arctic Edge,PlayStation 2,8,8.1,31,Racing,Sony Computer Entertainment,Virtuos Games,22.10.2009,22.10.2009
Archon: Conquest,iPhone,7.9,8,1,Strategy,React! Games,React! Games,09.10.2009,22.10.2009
Bakugan: Battle Brawlers,PlayStation 2,5.8,7.1,14,Battle,Activision,Now Production,20.10.2009,23.10.2009
Disney Sing It: Pop Hits,Wii,6.8,4.7,4,Music,Disney Interactive Studios,Zoe Mode,06.10.2009,23.10.2009
Spore Hero Arena,Nintendo DS,3.8,5.2,23,Simulation,Electronic Arts,Maxis,06.10.2009,22.10.2009
2XL ATV Offroad,iPhone,7.2,7.8,3,Racing,2XL Games,2XL Games,08.10.2009,23.10.2009
Mushroom Wars,PlayStation 3,8,7.8,133,Strategy,Creat Studios,Creat Studios,15.10.2009,22.10.2009
Trine,PlayStation 3,8.2,8.1,233,Platformer,Atlus,Frozenbyte,22.10.2009,23.10.2009
Deca Sports 2,Wii,5.3,6.2,13,Sports,Hudson Soft,Hudson Soft,29.09.2009,23.10.2009
Disney Sing It: Pop Hits,PlayStation 3,6.8,6.5,6,Music,Disney Interactive Studios,Zoe Mode,06.10.2009,23.10.2009
Tekken 6,Xbox 360,8.8,8.2,807,Fighting,Bandai Namco Games,Namco,27.10.2009,23.10.2009
Disney Sing It: Pop Hits,PlayStation 2,6.6,6.9,3,Music,Disney Interactive Studios,Zoe Mode,06.10.2009,23.10.2009
5 Spots Party,Wii,5,6.5,3,Party,Cosmonaut Games,Cosmonaut Games,20.07.2009,23.10.2009
Scene It? Twilight,iPhone,7.6,7.5,1,Trivia,Screenlife,RealArcade,17.10.2009,23.10.2009
Tekken 6,PlayStation 3,8.8,8.4,1613,Fighting,Bandai Namco Games,Namco,27.10.2009,23.10.2009
Cooking Mama 3: Shop & Chop,Nintendo DS,7,8.1,33,Simulation,Majesco,Cooking Mama Limited,20.10.2009,23.10.2009
JU-ON: The Grudge,Wii,2.5,4.8,42,Adventure,Xseed Games,Feel Plus,13.10.2009,23.10.2009
Way of the Samurai 3,Xbox 360,6.5,7.1,75,Action,UFO Interactive,Acquire,20.10.2009,23.10.2009
Cabela's Big Game Hunter 2010,Xbox 360,4.6,6.4,39,Hunting,Activision,Cauldron,29.09.2009,23.10.2009
DJ Hero,PlayStation 3,9,8.4,450,Music,Activision,FreeStyleGames,27.10.2009,26.10.2009
Vempire,PlayStation Portable,6.7,5.1,14,Puzzle,Impressionware,Impressionware,22.10.2009,26.10.2009
Toy Story Mania,Wii,6,7,44,Party,Disney Interactive Studios,Papaya Studios,15.09.2009,26.10.2009
DJ Hero (Renegade Edition),Wii,9,9.5,10,Music,Activision,FreeStyleGames,27.10.2009,26.10.2009
DJ Hero (Renegade Edition),Xbox 360,9,9,56,Music,Activision,FreeStyleGames,27.10.2009,26.10.2009
DJ Hero (Renegade Edition),PlayStation 3,9,8.9,47,Music,Activision,FreeStyleGames,27.10.2009,26.10.2009
Zombies Ate My Neighbors,Super NES,8,8.6,313,Action,LucasArts,LucasArts,19.07.1993,27.10.2009
FIFA Soccer 10,PlayStation Portable,8,8.1,56,Sports,Electronic Arts,Electronic Arts,20.10.2009,27.10.2009
Zombies Ate My Neighbors,Wii,8,8.4,60,Action,LucasArts,LucasArts,26.10.2009,27.10.2009
DJ Hero,Xbox 360,9,8.6,553,Music,Activision,FreeStyleGames,27.10.2009,26.10.2009
Nostalgia,Nintendo DS,7.2,8.2,54,RPG,Ignition Entertainment,Matrix Software (Japan),27.10.2009,27.10.2009
The Biggest Loser,Wii,7.7,7.2,14,Simulation,THQ,,06.10.2009,27.10.2009
Drawn to Life: The Next Chapter,Nintendo DS,6.7,7.4,45,Platformer,THQ,,27.10.2009,27.10.2009
Kenka Bancho: Badass Rumble,PlayStation Portable,6.8,8,18,Action,Atlus,Spike,10.11.2009,28.10.2009
Golden Axe (Arcade),Wii,7,7.7,10,Action,SEGA,SEGA,26.10.2009,28.10.2009
Drawn to Life: The Next Chapter,Wii,6.2,7.2,23,Platformer,THQ,Planet Moon Studios,27.10.2009,28.10.2009
Astro Boy: The Video Game,Nintendo DS,4,5.3,5,Action,D3 Publisher,ART Co.,20.10.2009,28.10.2009
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox 360,9.2,9.1,1108,Action,Rockstar Games,Rockstar North,29.10.2009,28.10.2009
Rainbow Islands: Towering Adventure,Xbox 360,7.2,7.7,6,Action,Taito,Taito,28.10.2009,28.10.2009
Fairytale Fights,PlayStation 3,5.1,5.8,57,Action,Playlogic,Playlogic,27.10.2009,28.10.2009
Golden Axe,Arcade,7,-1,-1,Action,SEGA,SEGA,,28.10.2009
Astro Boy: The Video Game,Wii,5.7,5,6,Action,D3 Publisher,High Voltage Software,20.10.2009,28.10.2009
Family Slot Car Racing,Wii,6,5.3,3,Racing,Aksys Games,ARC System Works,17.08.2009,29.10.2009
Inferno Pool,Xbox 360,5.3,5.7,6,Sports,Deep Silver,Dark Energy Digital,28.10.2009,29.10.2009
Touchmaster 3,Nintendo DS,7.9,8.9,4,Party,Warner Bros. Interactive,Hijinx Studios,27.10.2009,29.10.2009
Grand Theft Auto: Episodes from Liberty City,Xbox 360,9.2,9.1,829,Compilation,Rockstar Games,Rockstar North,29.10.2009,29.10.2009
Asphalt 4 Elite Racing,Nintendo DSi,7.8,7.8,28,Racing,Gameloft,Gameloft,06.07.2009,10.08.2009
Fat Princess,PlayStation 3,9,8.5,1030,Action,Sony Computer Entertainment,Titan Studios,30.07.2009,03.08.2009
Tecmo Bowl,Arcade,6.5,10,1,Sports,Tecmo,Tecmo,,03.08.2009
G.I. Joe: The Rise of Cobra -- The Game,PlayStation Portable,5,7,14,Action,Electronic Arts,Double Helix,04.08.2009,05.08.2009
